victim_id,victim_name,gender,age,occupation,marital_status,income_group
V00940,Person_940,Female,19,Employee,Married,Middle
V00941,Person_941,Male,57,Teacher,Single,High
V00942,Person_942,Female,27,Teacher,Married,Low
V00943,Person_943,Female,29,Teacher,Single,High
V00944,Person_944,Male,51,Business,Single,High
V00945,Person_945,Female,53,Teacher,Married,Low
V00946,Person_946,Male,20,Lawyer,Married,Low
V00947,Person_947,Female,57,Student,Married,Low
V00948,Person_948,Male,57,Engineer,Married,Low
V00949,Person_949,Male,46,Employee,Married,Middle
V00950,Person_950,Male,68,Student,Single,Low
V00951,Person_951,Female,41,Engineer,Married,Middle
V00952,Person_952,Male,31,Employee,Single,Low
V00953,Person_953,Male,33,Doctor,Married,High
V00954,Person_954,Female,33,Business,Single,High
V00955,Person_955,Female,67,Teacher,Single,Middle
V00956,Person_956,Female,41,Teacher,Single,Middle
V00957,Person_957,Male,72,Teacher,Single,Middle
V00958,Person_958,Male,56,Teacher,Single,Low
V00959,Person_959,Female,60,Lawyer,Married,Middle
V00960,Person_960,Female,21,Lawyer,Single,Middle
V00961,Person_961,Male,69,Business,Single,Middle
V00962,Person_962,Female,41,Teacher,Single,Low
V00963,Person_963,Female,26,Lawyer,Married,Middle
V00964,Person_964,Female,19,Engineer,Married,Low
V00965,Person_965,Female,53,Student,Single,High
V00966,Person_966,Male,50,Employee,Single,Middle
V00967,Person_967,Female,24,Lawyer,Married,Low
V00968,Person_968,Female,72,Lawyer,Married,Middle
V00969,Person_969,Male,39,Business,Married,Low
V00970,Person_970,Female,18,Teacher,Married,Middle
V00971,Person_971,Male,34,Doctor,Married,Middle
V00972,Person_972,Male,22,Employee,Married,High
V00973,Person_973,Female,35,Employee,Married,Low
V00974,Person_974,Male,25,Engineer,Married,Middle
V00975,Person_975,Male,19,Engineer,Married,Low
V00976,Person_976,Male,56,Engineer,Married,Middle
V00977,Person_977,Male,59,Doctor,Single,Middle
V00978,Person_978,Male,32,Employee,Single,Low
V00979,Person_979,Male,74,Doctor,Married,Middle
V00980,Person_980,Female,55,Lawyer,Married,High
V00981,Person_981,Male,67,Doctor,Married,Middle
V00982,Person_982,Female,38,Business,Single,Low
V00983,Person_983,Male,37,Engineer,Married,Low
V00984,Person_984,Male,25,Student,Married,Low
V00985,Person_985,Female,65,Business,Married,Middle
V00986,Person_986,Female,71,Engineer,Married,Low
V00987,Person_987,Female,33,Doctor,Single,Low
V00988,Person_988,Male,64,Student,Married,Middle
V00989,Person_989,Female,70,Student,Single,Low
V00990,Person_990,Male,29,Engineer,Married,Low
V00991,Person_991,Male,58,Lawyer,Single,Middle
V00992,Person_992,Female,26,Engineer,Married,High
V00993,Person_993,Female,66,Employee,Single,Low
V00994,Person_994,Female,26,Employee,Married,High
V00995,Person_995,Female,49,Student,Single,High
V00996,Person_996,Male,19,Engineer,Single,Middle
V00997,Person_997,Male,58,Employee,Single,Low
V00998,Person_998,Male,71,Student,Single,Low
V00999,Person_999,Female,52,Doctor,Single,Middle
V01000,Person_1000,Female,31,Lawyer,Single,Low
V01001,Person_1001,Female,53,Student,Single,Middle
V01002,Person_1002,Female,73,Engineer,Married,Middle
V01003,Person_1003,Male,22,Employee,Single,Low
V01004,Person_1004,Female,52,Lawyer,Married,Middle
V01005,Person_1005,Female,27,Student,Married,High
V01006,Person_1006,Male,41,Teacher,Married,High
V01007,Person_1007,Male,21,Doctor,Married,High
V01008,Person_1008,Male,55,Business,Married,Low
V01009,Person_1009,Female,57,Doctor,Single,High
V01010,Person_1010,Male,57,Engineer,Married,Middle
V01011,Person_1011,Female,64,Business,Married,Low
V01012,Person_1012,Male,47,Engineer,Married,High
V01013,Person_1013,Female,30,Business,Single,Middle
V01014,Person_1014,Female,20,Engineer,Single,Low
V01015,Person_1015,Male,21,Teacher,Married,Low
V01016,Person_1016,Male,25,Lawyer,Married,Middle
V01017,Person_1017,Female,61,Teacher,Married,Low
V01018,Person_1018,Male,54,Student,Single,Low
V01019,Person_1019,Female,72,Lawyer,Single,Middle
V01020,Person_1020,Female,22,Engineer,Single,Middle
V01021,Person_1021,Male,28,Lawyer,Married,Low
V01022,Person_1022,Male,20,Teacher,Married,Low
V01023,Person_1023,Female,21,Business,Single,Middle
V01024,Person_1024,Male,37,Engineer,Single,Low
V01025,Person_1025,Female,66,Employee,Married,Low
V01026,Person_1026,Female,67,Student,Married,Middle
V01027,Person_1027,Male,30,Engineer,Married,Low
V01028,Person_1028,Male,63,Doctor,Married,High
V01029,Person_1029,Male,48,Engineer,Married,Middle
V01030,Person_1030,Male,41,Teacher,Single,Low
V01031,Person_1031,Female,18,Business,Married,Low
V01032,Person_1032,Female,41,Lawyer,Married,Low
V01033,Person_1033,Male,27,Employee,Single,High
V01034,Person_1034,Female,74,Business,Married,Low
V01035,Person_1035,Male,46,Doctor,Single,Low
V01036,Person_1036,Female,61,Employee,Married,Low
V01037,Person_1037,Male,40,Doctor,Married,Low
V01038,Person_1038,Female,39,Lawyer,Married,Low
V01039,Person_1039,Male,27,Employee,Single,Low
V01040,Person_1040,Female,32,Teacher,Married,Middle
V01041,Person_1041,Male,58,Employee,Married,Middle
V01042,Person_1042,Female,71,Doctor,Single,Middle
V01043,Person_1043,Male,74,Student,Married,Middle
V01044,Person_1044,Female,41,Lawyer,Single,Low
V01045,Person_1045,Female,26,Employee,Single,Middle
V01046,Person_1046,Male,19,Teacher,Married,Low
V01047,Person_1047,Female,52,Student,Married,Low
V01048,Person_1048,Male,64,Doctor,Single,High
V01049,Person_1049,Female,74,Lawyer,Married,High
V01050,Person_1050,Male,56,Business,Married,High
V01051,Person_1051,Male,73,Employee,Married,High
V01052,Person_1052,Male,43,Doctor,Single,High
V01053,Person_1053,Male,23,Business,Married,Middle
V01054,Person_1054,Male,44,Doctor,Single,Low
V01055,Person_1055,Male,46,Business,Single,Low
V01056,Person_1056,Female,73,Employee,Married,High
V01057,Person_1057,Male,22,Engineer,Married,Low
V01058,Person_1058,Female,60,Doctor,Married,Low
V01059,Person_1059,Male,68,Employee,Married,High
V01060,Person_1060,Male,39,Student,Single,Middle
V01061,Person_1061,Female,24,Student,Single,Low
V01062,Person_1062,Female,40,Employee,Single,Middle
V01063,Person_1063,Male,72,Employee,Single,Low
V01064,Person_1064,Female,74,Business,Single,Low
V01065,Person_1065,Female,22,Employee,Single,Low
V01066,Person_1066,Female,71,Student,Married,Middle
V01067,Person_1067,Male,33,Employee,Married,High
V01068,Person_1068,Female,53,Lawyer,Single,Middle
V01069,Person_1069,Male,40,Employee,Single,High
V01070,Person_1070,Male,65,Employee,Married,Middle
V01071,Person_1071,Female,22,Lawyer,Single,High
V01072,Person_1072,Female,21,Lawyer,Married,Middle
V01073,Person_1073,Female,34,Doctor,Single,Low
V01074,Person_1074,Female,73,Teacher,Married,Middle
V01075,Person_1075,Female,32,Business,Single,Middle
V01076,Person_1076,Male,35,Business,Married,Middle
V01077,Person_1077,Female,67,Business,Married,High
V01078,Person_1078,Male,33,Business,Married,Low
V01079,Person_1079,Male,69,Teacher,Single,Low
V01080,Person_1080,Female,44,Business,Married,Middle
V01081,Person_1081,Female,69,Doctor,Single,Middle
V01082,Person_1082,Female,32,Employee,Single,Middle
V01083,Person_1083,Male,58,Lawyer,Single,Low
V01084,Person_1084,Male,36,Teacher,Married,Low
V01085,Person_1085,Male,34,Engineer,Single,Low
V01086,Person_1086,Female,67,Employee,Single,High
V01087,Person_1087,Male,44,Business,Married,Middle
V01088,Person_1088,Male,20,Doctor,Married,Middle
V01089,Person_1089,Male,72,Student,Married,Middle
V01090,Person_1090,Male,64,Employee,Married,Middle
V01091,Person_1091,Male,40,Employee,Married,Middle
V01092,Person_1092,Female,26,Teacher,Married,Middle
V01093,Person_1093,Male,30,Doctor,Married,High
V01094,Person_1094,Male,40,Teacher,Single,High
V01095,Person_1095,Male,31,Lawyer,Married,High
V01096,Person_1096,Female,50,Doctor,Married,Middle
V01097,Person_1097,Male,71,Teacher,Single,Low
V01098,Person_1098,Female,70,Employee,Married,Low
V01099,Person_1099,Female,25,Employee,Single,Middle
V01100,Person_1100,Female,67,Engineer,Single,High
V01101,Person_1101,Male,42,Lawyer,Married,Low
V01102,Person_1102,Female,28,Teacher,Single,Low
V01103,Person_1103,Female,68,Teacher,Married,Low
V01104,Person_1104,Male,38,Lawyer,Single,Middle
V01105,Person_1105,Female,38,Lawyer,Married,High
V01106,Person_1106,Female,52,Engineer,Single,High
V01107,Person_1107,Female,31,Lawyer,Single,High
V01108,Person_1108,Male,74,Business,Married,Middle
V01109,Person_1109,Female,68,Business,Single,Middle
V01110,Person_1110,Female,69,Doctor,Married,Low
V01111,Person_1111,Female,74,Teacher,Married,Low
V01112,Person_1112,Female,30,Employee,Single,Low
V01113,Person_1113,Male,45,Teacher,Single,Middle
V01114,Person_1114,Male,40,Lawyer,Married,Middle
V01115,Person_1115,Male,62,Teacher,Single,Middle
V01116,Person_1116,Male,20,Employee,Single,High
V01117,Person_1117,Male,21,Employee,Married,Low
V01118,Person_1118,Male,74,Engineer,Married,Middle
V01119,Person_1119,Male,51,Lawyer,Single,Middle
V01120,Person_1120,Female,27,Engineer,Married,Low
V01121,Person_1121,Male,52,Lawyer,Married,Middle
V01122,Person_1122,Male,29,Employee,Married,Low
V01123,Person_1123,Female,35,Business,Single,Low
V01124,Person_1124,Male,45,Employee,Married,Low
V01125,Person_1125,Female,20,Student,Single,Low
V01126,Person_1126,Male,68,Employee,Single,High
V01127,Person_1127,Female,46,Doctor,Married,High
V01128,Person_1128,Female,20,Student,Married,Middle
V01129,Person_1129,Female,32,Employee,Single,Middle
V01130,Person_1130,Male,60,Student,Married,Middle
V01131,Person_1131,Female,43,Lawyer,Single,Middle
V01132,Person_1132,Male,21,Business,Married,High
V01133,Person_1133,Female,40,Doctor,Married,Low
V01134,Person_1134,Male,45,Engineer,Married,Middle
V01135,Person_1135,Male,57,Employee,Single,Middle
V01136,Person_1136,Male,31,Teacher,Single,Middle
V01137,Person_1137,Female,56,Doctor,Single,Low
V01138,Person_1138,Male,21,Lawyer,Single,Low
V01139,Person_1139,Male,65,Engineer,Single,High
V01140,Person_1140,Female,44,Engineer,Single,Middle
V01141,Person_1141,Female,67,Teacher,Married,Middle
V01142,Person_1142,Male,53,Lawyer,Single,Low
V01143,Person_1143,Female,34,Lawyer,Married,Low
V01144,Person_1144,Male,37,Lawyer,Single,Middle
V01145,Person_1145,Male,36,Doctor,Married,High
V01146,Person_1146,Female,59,Doctor,Single,Low
V01147,Person_1147,Male,53,Engineer,Single,High
V01148,Person_1148,Male,60,Business,Married,Low
V01149,Person_1149,Male,31,Employee,Single,High
V01150,Person_1150,Male,55,Employee,Married,Middle
V01151,Person_1151,Female,36,Employee,Married,Middle
V01152,Person_1152,Male,23,Student,Married,Low
V01153,Person_1153,Male,19,Lawyer,Married,High
V01154,Person_1154,Male,34,Teacher,Single,Middle
V01155,Person_1155,Male,62,Business,Single,Middle
V01156,Person_1156,Female,39,Doctor,Married,Middle
V01157,Person_1157,Female,54,Business,Single,High
V01158,Person_1158,Male,42,Student,Married,Middle
V01159,Person_1159,Male,25,Engineer,Single,Middle
V01160,Person_1160,Male,48,Student,Single,Middle
V01161,Person_1161,Female,32,Business,Married,Middle
V01162,Person_1162,Male,21,Doctor,Married,Low
V01163,Person_1163,Male,21,Employee,Married,Middle
V01164,Person_1164,Female,55,Lawyer,Married,Middle
V01165,Person_1165,Female,57,Lawyer,Single,High
V01166,Person_1166,Male,25,Doctor,Married,Middle
V01167,Person_1167,Male,55,Engineer,Married,Low
V01168,Person_1168,Female,70,Business,Married,Middle
V01169,Person_1169,Male,46,Business,Married,High
V01170,Person_1170,Female,38,Student,Single,Low
V01171,Person_1171,Female,41,Business,Married,Middle
V01172,Person_1172,Female,28,Doctor,Married,Low
V01173,Person_1173,Female,36,Business,Married,Middle
V01174,Person_1174,Female,26,Doctor,Married,Middle
V01175,Person_1175,Male,59,Doctor,Married,Middle
V01176,Person_1176,Male,29,Doctor,Single,Low
V01177,Person_1177,Female,53,Lawyer,Single,Middle
V01178,Person_1178,Female,23,Employee,Married,Middle
V01179,Person_1179,Female,51,Teacher,Married,Middle
V01180,Person_1180,Female,72,Student,Married,Low
V01181,Person_1181,Male,66,Business,Single,Low
V01182,Person_1182,Male,37,Lawyer,Married,Middle
V01183,Person_1183,Female,29,Employee,Married,Low
V01184,Person_1184,Male,66,Business,Married,Middle
V01185,Person_1185,Female,18,Business,Married,Low
V01186,Person_1186,Male,64,Business,Married,Middle
V01187,Person_1187,Female,40,Teacher,Married,Middle
V01188,Person_1188,Male,57,Lawyer,Single,Middle
V01189,Person_1189,Male,38,Doctor,Single,Middle
V01190,Person_1190,Female,58,Teacher,Married,Low
V01191,Person_1191,Female,60,Doctor,Single,Middle
V01192,Person_1192,Female,28,Teacher,Single,High
V01193,Person_1193,Female,30,Business,Single,Low
V01194,Person_1194,Male,50,Employee,Married,Low
V01195,Person_1195,Female,46,Employee,Married,Middle
V01196,Person_1196,Male,26,Doctor,Married,High
V01197,Person_1197,Male,35,Employee,Single,Low
V01198,Person_1198,Male,20,Lawyer,Single,Low
V01199,Person_1199,Male,38,Engineer,Married,Low
V01200,Person_1200,Male,28,Student,Married,Middle
V01201,Person_1201,Female,30,Lawyer,Single,Low
V01202,Person_1202,Female,67,Business,Single,Low
V01203,Person_1203,Female,64,Student,Single,High
V01204,Person_1204,Female,66,Doctor,Single,Middle
V01205,Person_1205,Female,20,Student,Single,Low
V01206,Person_1206,Male,24,Engineer,Married,High
V01207,Person_1207,Female,22,Employee,Married,Low
V01208,Person_1208,Female,37,Business,Married,Middle
V01209,Person_1209,Female,46,Student,Married,Middle
V01210,Person_1210,Female,49,Teacher,Single,Middle
V01211,Person_1211,Female,44,Teacher,Single,High
V01212,Person_1212,Male,74,Employee,Single,Low
V01213,Person_1213,Male,18,Employee,Married,Low
V01214,Person_1214,Male,70,Engineer,Married,Low
V01215,Person_1215,Female,20,Employee,Single,Middle
V01216,Person_1216,Female,51,Employee,Married,Middle
V01217,Person_1217,Male,42,Doctor,Single,High
V01218,Person_1218,Female,72,Business,Single,Middle
V01219,Person_1219,Male,43,Employee,Single,Middle
V01220,Person_1220,Male,70,Doctor,Married,High
V01221,Person_1221,Male,33,Student,Single,High
V01222,Person_1222,Male,56,Employee,Married,Low
V01223,Person_1223,Female,46,Employee,Married,High
V01224,Person_1224,Female,30,Teacher,Single,Middle
V01225,Person_1225,Male,43,Lawyer,Single,Middle
V01226,Person_1226,Female,56,Teacher,Single,Middle
V01227,Person_1227,Male,68,Engineer,Married,Middle
V01228,Person_1228,Male,27,Student,Married,Middle
V01229,Person_1229,Male,43,Teacher,Single,Low
V01230,Person_1230,Male,51,Doctor,Single,Low
V01231,Person_1231,Male,61,Employee,Married,Low
V01232,Person_1232,Female,51,Student,Single,Middle
V01233,Person_1233,Male,46,Employee,Single,Middle
V01234,Person_1234,Female,73,Doctor,Married,Middle
V01235,Person_1235,Male,32,Teacher,Married,High
V01236,Person_1236,Female,27,Employee,Married,Middle
V01237,Person_1237,Male,23,Business,Single,Middle
V01238,Person_1238,Male,44,Business,Married,Low
V01239,Person_1239,Female,32,Student,Married,Middle
V01240,Person_1240,Male,71,Teacher,Married,Low
V01241,Person_1241,Female,18,Student,Single,Middle
V01242,Person_1242,Male,37,Employee,Married,High
V01243,Person_1243,Male,25,Doctor,Married,Low
V01244,Person_1244,Male,20,Employee,Single,High
V01245,Person_1245,Female,73,Business,Married,Low
V01246,Person_1246,Male,43,Business,Single,Low
V01247,Person_1247,Female,40,Engineer,Married,Low
V01248,Person_1248,Female,53,Lawyer,Married,High
V01249,Person_1249,Female,42,Lawyer,Married,Low
V01250,Person_1250,Male,45,Teacher,Single,Low
V01251,Person_1251,Male,38,Business,Single,Middle
V01252,Person_1252,Male,71,Lawyer,Married,Low
V01253,Person_1253,Male,49,Student,Married,Middle
V01254,Person_1254,Male,35,Doctor,Single,Middle
V01255,Person_1255,Female,74,Business,Single,High
V01256,Person_1256,Female,45,Lawyer,Married,Middle
V01257,Person_1257,Male,61,Doctor,Married,Middle
V01258,Person_1258,Male,41,Teacher,Married,Low
V01259,Person_1259,Female,45,Teacher,Single,High
V01260,Person_1260,Male,67,Employee,Married,Middle
V01261,Person_1261,Male,49,Teacher,Single,Low
V01262,Person_1262,Male,20,Employee,Married,Low
V01263,Person_1263,Male,72,Business,Single,Middle
V01264,Person_1264,Female,61,Student,Married,Middle
V01265,Person_1265,Female,64,Engineer,Single,Middle
V01266,Person_1266,Male,49,Teacher,Married,Low
V01267,Person_1267,Male,30,Doctor,Single,High
V01268,Person_1268,Male,55,Lawyer,Married,Low
V01269,Person_1269,Female,19,Teacher,Married,Middle
V01270,Person_1270,Female,27,Engineer,Single,Middle
V01271,Person_1271,Female,36,Doctor,Single,Low
V01272,Person_1272,Female,68,Business,Married,High
V01273,Person_1273,Male,74,Teacher,Single,Middle
V01274,Person_1274,Male,30,Employee,Single,High
V01275,Person_1275,Male,55,Teacher,Single,Low
V01276,Person_1276,Male,64,Business,Married,Middle
V01277,Person_1277,Male,21,Teacher,Single,Middle
V01278,Person_1278,Male,73,Engineer,Single,Middle
V01279,Person_1279,Male,57,Teacher,Married,Middle
V01280,Person_1280,Female,49,Business,Single,Middle
V01281,Person_1281,Female,67,Employee,Single,Low
V01282,Person_1282,Male,61,Engineer,Single,Middle
V01283,Person_1283,Female,67,Lawyer,Married,Low
V01284,Person_1284,Male,54,Business,Single,Low
V01285,Person_1285,Female,37,Engineer,Single,Middle
V01286,Person_1286,Female,23,Employee,Married,High
V01287,Person_1287,Male,32,Teacher,Single,Middle
V01288,Person_1288,Male,56,Employee,Single,Low
V01289,Person_1289,Male,23,Student,Single,Middle
V01290,Person_1290,Female,33,Employee,Married,Middle
V01291,Person_1291,Female,25,Business,Married,Middle
V01292,Person_1292,Female,49,Business,Single,Low
V01293,Person_1293,Female,32,Employee,Married,Middle
V01294,Person_1294,Male,55,Business,Married,Low
V01295,Person_1295,Female,52,Doctor,Married,Middle
V01296,Person_1296,Male,47,Lawyer,Married,Middle
V01297,Person_1297,Female,28,Business,Married,Low
V01298,Person_1298,Female,65,Business,Married,Middle
V01299,Person_1299,Female,48,Lawyer,Single,Middle
V01300,Person_1300,Female,54,Employee,Married,High
V01301,Person_1301,Female,31,Engineer,Married,High
V01302,Person_1302,Female,42,Teacher,Married,Middle
V01303,Person_1303,Male,21,Employee,Single,Middle
V01304,Person_1304,Female,26,Lawyer,Married,High
V01305,Person_1305,Male,51,Student,Single,High
V01306,Person_1306,Female,27,Lawyer,Single,Low
V01307,Person_1307,Female,70,Engineer,Single,Low
V01308,Person_1308,Female,37,Doctor,Single,Middle
V01309,Person_1309,Male,70,Lawyer,Married,Low
V01310,Person_1310,Male,73,Teacher,Single,Low
V01311,Person_1311,Female,34,Engineer,Single,Middle
V01312,Person_1312,Male,51,Student,Single,High
V01313,Person_1313,Male,61,Engineer,Married,Middle
V01314,Person_1314,Male,50,Student,Single,Low
V01315,Person_1315,Female,24,Teacher,Single,Low
V01316,Person_1316,Female,37,Engineer,Single,Middle
V01317,Person_1317,Female,61,Employee,Single,Low
V01318,Person_1318,Female,18,Engineer,Single,Middle
V01319,Person_1319,Male,35,Teacher,Single,High
V01320,Person_1320,Male,49,Engineer,Single,Low
V01321,Person_1321,Female,71,Lawyer,Single,Middle
V01322,Person_1322,Male,39,Engineer,Married,Low
V01323,Person_1323,Female,19,Student,Single,Low
V01324,Person_1324,Female,41,Business,Single,Middle
V01325,Person_1325,Female,62,Employee,Single,Middle
V01326,Person_1326,Male,63,Employee,Single,Low
V01327,Person_1327,Male,52,Student,Married,High
V01328,Person_1328,Female,29,Doctor,Married,Low
V01329,Person_1329,Female,54,Engineer,Single,High
V01330,Person_1330,Female,28,Employee,Married,Middle
V01331,Person_1331,Male,34,Employee,Married,Middle
V01332,Person_1332,Female,71,Employee,Married,Low
V01333,Person_1333,Female,34,Engineer,Married,Middle
V01334,Person_1334,Female,34,Lawyer,Single,Low
V01335,Person_1335,Male,60,Engineer,Married,Middle
V01336,Person_1336,Female,23,Business,Married,Low
V01337,Person_1337,Female,51,Employee,Married,High
V01338,Person_1338,Male,43,Engineer,Married,Middle
V01339,Person_1339,Male,31,Business,Married,Low
V01340,Person_1340,Female,66,Engineer,Married,High
V01341,Person_1341,Female,64,Doctor,Single,Middle
V01342,Person_1342,Male,32,Engineer,Married,Middle
V01343,Person_1343,Female,72,Teacher,Single,Low
V01344,Person_1344,Female,60,Employee,Single,Middle
V01345,Person_1345,Female,22,Doctor,Single,Low
V01346,Person_1346,Male,48,Employee,Married,Middle
V01347,Person_1347,Male,19,Engineer,Married,Middle
V01348,Person_1348,Female,19,Business,Married,Low
V01349,Person_1349,Female,31,Business,Married,Middle
V01350,Person_1350,Male,74,Employee,Single,Middle
V01351,Person_1351,Female,30,Employee,Single,Middle
V01352,Person_1352,Male,64,Business,Married,Middle
V01353,Person_1353,Female,51,Student,Married,Low
V01354,Person_1354,Female,18,Student,Single,Middle
V01355,Person_1355,Female,20,Lawyer,Single,Low
V01356,Person_1356,Female,61,Doctor,Single,High
V01357,Person_1357,Female,38,Teacher,Single,Low
V01358,Person_1358,Female,67,Lawyer,Single,Low
V01359,Person_1359,Male,24,Student,Married,Low
V01360,Person_1360,Female,24,Lawyer,Married,Middle
V01361,Person_1361,Male,52,Student,Married,Low
V01362,Person_1362,Female,20,Doctor,Single,Low
V01363,Person_1363,Female,23,Doctor,Married,Middle
V01364,Person_1364,Male,32,Lawyer,Single,Low
V01365,Person_1365,Male,18,Student,Single,Middle
V01366,Person_1366,Male,55,Doctor,Married,Middle
V01367,Person_1367,Male,72,Teacher,Single,Low
V01368,Person_1368,Female,22,Lawyer,Married,Low
V01369,Person_1369,Female,38,Business,Married,Middle
V01370,Person_1370,Male,42,Engineer,Single,Middle
V01371,Person_1371,Female,23,Engineer,Married,Low
V01372,Person_1372,Female,49,Engineer,Married,Low
V01373,Person_1373,Male,71,Teacher,Married,Low
V01374,Person_1374,Male,55,Engineer,Married,High
V01375,Person_1375,Male,20,Student,Single,Low
V01376,Person_1376,Male,24,Teacher,Single,Middle
V01377,Person_1377,Female,47,Employee,Single,Middle
V01378,Person_1378,Male,38,Employee,Married,Low
V01379,Person_1379,Male,36,Doctor,Married,Middle
V01380,Person_1380,Female,33,Engineer,Married,Low
V01381,Person_1381,Male,54,Business,Married,Low
V01382,Person_1382,Female,68,Lawyer,Single,Middle
V01383,Person_1383,Female,45,Business,Married,Middle
V01384,Person_1384,Male,46,Lawyer,Married,Middle
V01385,Person_1385,Male,68,Employee,Single,Middle
V01386,Person_1386,Male,61,Teacher,Single,Low
V01387,Person_1387,Male,36,Business,Married,High
V01388,Person_1388,Male,55,Business,Married,High
V01389,Person_1389,Male,49,Employee,Married,Middle
V01390,Person_1390,Male,47,Student,Married,Middle
V01391,Person_1391,Female,70,Teacher,Single,Middle
V01392,Person_1392,Male,55,Teacher,Single,Middle
V01393,Person_1393,Male,53,Doctor,Married,Middle
V01394,Person_1394,Male,54,Teacher,Single,High
V01395,Person_1395,Female,68,Doctor,Married,Middle
V01396,Person_1396,Male,36,Engineer,Married,High
V01397,Person_1397,Female,34,Employee,Single,Low
V01398,Person_1398,Male,31,Engineer,Single,Low
V01399,Person_1399,Male,28,Doctor,Single,Low
V01400,Person_1400,Male,60,Engineer,Single,Middle
V01401,Person_1401,Female,56,Business,Single,High
V01402,Person_1402,Male,45,Teacher,Single,Middle
V01403,Person_1403,Male,37,Student,Single,Middle
V01404,Person_1404,Female,28,Employee,Single,Low
V01405,Person_1405,Male,51,Doctor,Married,Middle
V01406,Person_1406,Male,37,Engineer,Single,Low
V01407,Person_1407,Male,23,Lawyer,Single,High
V01408,Person_1408,Male,42,Doctor,Married,Middle
V01409,Person_1409,Female,38,Student,Single,Middle
V01410,Person_1410,Male,42,Teacher,Single,Middle
V01411,Person_1411,Female,51,Engineer,Single,Low
V01412,Person_1412,Male,47,Engineer,Married,Middle
V01413,Person_1413,Female,46,Lawyer,Married,Middle
V01414,Person_1414,Male,33,Student,Married,Low
V01415,Person_1415,Female,43,Doctor,Married,Middle
V01416,Person_1416,Female,36,Employee,Single,Middle
V01417,Person_1417,Female,44,Student,Single,High
V01418,Person_1418,Female,69,Business,Married,Middle
V01419,Person_1419,Female,28,Teacher,Married,Middle
V01420,Person_1420,Male,22,Teacher,Single,Low
V01421,Person_1421,Male,74,Doctor,Single,Low
V01422,Person_1422,Female,70,Lawyer,Single,Low
V01423,Person_1423,Male,37,Lawyer,Married,High
V01424,Person_1424,Female,31,Teacher,Married,Low
V01425,Person_1425,Female,41,Teacher,Married,Middle
V01426,Person_1426,Female,30,Lawyer,Single,Middle
V01427,Person_1427,Male,47,Student,Single,Low
V01428,Person_1428,Female,74,Engineer,Single,High
V01429,Person_1429,Female,25,Business,Married,Middle
V01430,Person_1430,Female,62,Student,Married,High
V01431,Person_1431,Female,25,Student,Single,Low
V01432,Person_1432,Female,71,Student,Married,High
V01433,Person_1433,Female,36,Employee,Married,Low
V01434,Person_1434,Female,61,Business,Single,Middle
V01435,Person_1435,Female,71,Engineer,Single,Low
V01436,Person_1436,Male,40,Employee,Married,Middle
V01437,Person_1437,Male,33,Lawyer,Married,Low
V01438,Person_1438,Female,18,Engineer,Married,High
V01439,Person_1439,Male,19,Teacher,Married,Middle
V01440,Person_1440,Female,32,Teacher,Married,Middle
V01441,Person_1441,Male,62,Lawyer,Single,Low
V01442,Person_1442,Female,43,Student,Married,Middle
V01443,Person_1443,Male,28,Lawyer,Married,High
V01444,Person_1444,Male,27,Engineer,Single,Middle
V01445,Person_1445,Male,19,Lawyer,Single,High
V01446,Person_1446,Female,74,Employee,Single,Middle
V01447,Person_1447,Male,24,Teacher,Single,Low
V01448,Person_1448,Male,57,Lawyer,Married,Low
V01449,Person_1449,Male,52,Student,Married,Middle
V01450,Person_1450,Male,55,Employee,Single,Low
V01451,Person_1451,Male,48,Doctor,Married,Low
V01452,Person_1452,Female,59,Student,Single,Middle
V01453,Person_1453,Male,62,Employee,Single,Middle
V01454,Person_1454,Male,44,Lawyer,Married,Middle
V01455,Person_1455,Female,46,Engineer,Single,Middle
V01456,Person_1456,Female,46,Lawyer,Single,High
V01457,Person_1457,Male,57,Student,Single,High
V01458,Person_1458,Female,35,Business,Married,High
V01459,Person_1459,Female,54,Student,Married,High
V01460,Person_1460,Female,70,Student,Single,High
V01461,Person_1461,Female,45,Engineer,Single,Middle
V01462,Person_1462,Male,59,Engineer,Married,High
V01463,Person_1463,Female,23,Teacher,Married,Middle
V01464,Person_1464,Female,26,Lawyer,Single,Middle
V01465,Person_1465,Female,45,Lawyer,Married,Middle
V01466,Person_1466,Male,25,Engineer,Married,Low
V01467,Person_1467,Female,61,Doctor,Married,Middle
V01468,Person_1468,Male,42,Employee,Single,Middle
V01469,Person_1469,Male,54,Engineer,Single,Middle
V01470,Person_1470,Female,32,Doctor,Single,Low
V01471,Person_1471,Female,43,Business,Married,Low
V01472,Person_1472,Male,48,Engineer,Single,High
V01473,Person_1473,Male,19,Lawyer,Married,Low
V01474,Person_1474,Female,34,Doctor,Single,Middle
V01475,Person_1475,Female,46,Engineer,Single,Middle
V01476,Person_1476,Male,41,Lawyer,Single,Low
V01477,Person_1477,Female,22,Student,Single,Low
V01478,Person_1478,Female,28,Lawyer,Single,Low
V01479,Person_1479,Male,62,Doctor,Single,Low
V01480,Person_1480,Male,55,Business,Single,Middle
V01481,Person_1481,Female,20,Business,Married,Low
V01482,Person_1482,Female,51,Teacher,Married,Middle
V01483,Person_1483,Male,54,Lawyer,Single,Low
V01484,Person_1484,Male,48,Teacher,Single,High
